pitcher_id,season,pitcher_name,pitch_count,composure_plus,adversity_composure_plus,momentum_composure_plus,composure_score,adversity_score,momentum_score,walk_after_barrel,walk_after_hard_hit,walk_after_high_xba,first_ball_after_barrel,first_ball_after_hard_hit,first_ball_after_high_xba,walk_after_walk,hard_hit_after_walk,walk_after_soft_hit,walk_after_low_xba,first_ball_after_soft_hit,first_ball_after_low_xba,hard_hit_after_soft,ball_after_foul
664199,2021,"clarke, taylor",762,108.5,104.0,109.6,0.34330192021373535,0.18862723861123976,0.49797660181623093,0.09835263835263834,0.08795380457496309,0.06938661104057718,0.3668211068211068,0.376071531395986,0.4511060721319123,0.10023616273037622,0.1492616057008243,0.07777880821757555,0.06824409888309396,0.3225712988572423,0.4246739606652223,0.18375408614840394,0.4106475633081113
501925,2021,"smith, joe",658,108.5,114.4,101.4,0.37524373678882283,0.6214272331944037,0.1290602403832419,0.08516591125286777,0.07319514293276866,0.08934827423061326,0.35524033350120304,0.35283494353273337,0.3386752016401568,0.086923821639743,0.1403070817631198,0.10377074290466433,0.0823635676175272,0.407249886500087,0.35736512494078554,0.10721339680842487,0.31515980761485063
545333,2021,"bauer, trevor",1791,108.4,80.0,128.4,0.2289736952789293,-0.46771364059483056,0.9256610311526892,0.14802435697958086,0.09882131783364484,0.08124515316588682,0.3782247065829155,0.3834840447560708,0.38605487268389516,0.10143040992036455,0.1450489574274409,0.05345735114068002,0.06110679326135361,0.35339992937783193,0.38579485779103473,0.1222661135696866,0.4075656609854055
519242,2021,"sale, chris",740,108.4,109.4,105.1,0.34455153418165574,0.39416915916464385,0.29493390919866763,0.08903708903708903,0.07435697059836816,0.0973665152283949,0.41684216684216685,0.32668946644595137,0.35761178123144977,0.09267116931676293,0.11912865432717717,0.05863325542555695,0.11252675540790484,0.33547682529238265,0.35547663136622515,0.1692915418657199,0.4004538106885128
670280,2021,"bednar, david",940,108.2,118.1,98.0,0.296840481785578,0.6296808158610139,-0.03599985228985788,0.08335387058791313,0.06244896860503719,0.05720445462706536,0.4115118157671349,0.3657870573914396,0.37961866007646206,0.10556378524622205,0.13060390498822125,0.09252233851271542,0.09412620724745246,0.4193460316154783,0.3989885728689661,0.17315288887061142,0.3284514799180995
598287,2021,"ramirez, noé",579,108.1,95.5,115.6,0.3866563850483268,-0.1440986212111794,0.9174113913078329,0.08705848705848705,0.1172717394332841,0.08902433114640092,0.40757900757900756,0.4137094102823673,0.39009835669754783,0.1094735550701562,0.15395960517297017,0.06111220875350439,0.058109029566408885,0.387086818347932,0.33426426533177783,0.1305206569841694,0.3189497595185633
570666,2021,"cessa, luis",953,108.1,97.7,113.9,0.2920776208227657,-0.03658037541805445,0.6207356170635859,0.10245066495066495,0.0835954286426058,0.10291052734345664,0.36127198627198626,0.3761975939131608,0.4090028387329338,0.10019613514895653,0.19175963863288795,0.07263952003326503,0.05249546067930305,0.4350749205500609,0.4365623873248963,0.13754937776589743,0.34149981501427945
669211,2021,"akin, keegan",1772,108.1,80.7,127.3,0.22203376374637104,-0.45229457064873263,0.8963620981414747,0.11474828866133213,0.11126744866401048,0.12140079248459512,0.42523268610225134,0.3998371612815345,0.4130549814599118,0.07578938427933891,0.1963310087094922,0.06248772112533213,0.0552018045397269,0.3468439783853658,0.36306400784003495,0.18352247909423663,0.31714929403095593
605130,2021,"barlow, scott",1231,107.9,76.8,130.2,0.25294027894671245,-0.6362290483937336,1.1421096062871585,0.11165343240814939,0.11735796145536749,0.14291052734345663,0.3083217988878366,0.3321815727850667,0.35566950539960046,0.13300853692221545,0.13901221909463268,0.038509063050153454,0.05249546067930305,0.36720539238362837,0.4035953543578633,0.13704041399002456,0.3414922393006477
622491,2021,"castillo, luis",3180,107.9,115.0,99.9,0.1822222356098894,0.3378745104234362,0.02656996079634261,0.0924629987129987,0.09372937772395339,0.0979877825054232,0.2865789897039897,0.33959887935681465,0.34053723503550026,0.10268596529127962,0.1492570575805206,0.08481505525076763,0.0891262119489805,0.4609809221143089,0.43067329944807753,0.13811404867272284,0.36594580565520746
642121,2021,"sulser, cole",1070,107.8,96.6,114.4,0.26697321046632994,-0.07090168981744895,0.6048481107501088,0.09642415524768465,0.0968766543144521,0.07148923561756437,0.4380599086481439,0.4142237157405063,0.46477595310560654,0.10192365472049027,0.14334170136793775,0.07289638791910913,0.05428507865700656,0.4516059643031041,0.3946270141655177,0.16672651850411807,0.35010200486054294
621112,2021,"blackburn, paul",681,107.8,111.3,102.7,0.3401000314681195,0.48885600592354406,0.1913440570126949,0.07533907533907533,0.059297330983508784,0.06376066960485471,0.4104049104049104,0.39976501754550553,0.4550704446617573,0.0982314394757687,0.2462763735868078,0.0815451119095119,0.07406521694636638,0.4204405702373707,0.41957919546878925,0.2373550884961321,0.4538223479211903
667463,2021,"king, john",700,107.8,108.2,105.3,0.3360454024414994,0.3601045795897242,0.3119862252932746,0.08705848705848705,0.09022998647138404,0.07489348493268648,0.40757900757900756,0.39018152993801486,0.3757970302376196,0.08930130861433519,0.15116033962437073,0.10165912839792839,0.06960345688935636,0.3702387111045503,0.35815876200681396,0.1343873167353999,0.37338550815876853
608032,2021,"estévez, carlos",1007,107.7,99.9,111.6,0.27182308034784824,0.03158387290226398,0.5120622877934325,0.09642415524768465,0.07895123816246102,0.11781472365890876,0.34002069296186943,0.3136310609179852,0.3875028770941897,0.11330445858669566,0.16907899474328508,0.060494628613669874,0.0836677397755133,0.4413649784762678,0.3423108302045131,0.14291984478209196,0.3709666878778559
595928,2021,"curtiss, john",703,107.6,99.2,112.0,0.32698142119579926,0.013487729820782909,0.6404751125708156,0.08516591125286777,0.05339839344488687,0.1263520224747717,0.3987185943707683,0.3997309621173179,0.4155827957242034,0.11153909384506482,0.17573242791208282,0.09074194292050482,0.0572285897244936,0.3287141343810684,0.35950268555402365,0.1429511957445665,0.3005136884876916
663559,2021,"falter, bailey",552,107.6,97.5,113.4,0.3793696145313351,-0.061318439460334,0.8200576685230042,0.10690504168765037,0.08218402013503849,0.07997100933490252,0.3987185943707683,0.3961655506332445,0.418223947541865,0.10450153135720075,0.19816635487958276,0.03622323205322404,0.07582677653677107,0.41611987288009744,0.39249487692961205,0.16007900442543588,0.3328659145057291
614179,2021,"ruiz, josé",1041,107.3,115.7,98.6,0.2555718077011586,0.5250831192030772,-0.013939503800759924,0.07254873921540587,0.05712791643533163,0.07524065198367431,0.37668621001954333,0.4217248339767675,0.377305432960132,0.11330445858669566,0.1854724373662359,0.11175310774348465,0.08067960621210211,0.36165372392317063,0.4134187767448281,0.15392211963984218,0.3512453233737618
605135,2021,"bassitt, chris",2383,107.3,90.2,118.7,0.18528721473291862,-0.19539848241850027,0.5659729118843375,0.1218097218097218,0.09054651820082368,0.09930753856575635,0.37447777447777447,0.3947579354753808,0.42945095682177997,0.09199502295102832,0.09667231022488826,0.07759079552056855,0.0618288155724543,0.4090224362022746,0.37961162027851697,0.1517075855127629,0.34565707943346724
657277,2021,"webb, logan",2214,107.2,74.7,130.7,0.1869186621236364,-0.5574696889428906,0.9313070131901634,0.13196053196053195,0.12253507146638433,0.10370167744034733,0.3723509223509224,0.3873549717663667,0.3511080788050446,0.09648258504620043,0.18675388633341938,0.05438988643618026,0.05859247224784367,0.3815184792839807,0.34192625495803763,0.1666910507485913,0.3789186866729064
