season,pitcher_name,pitch_count,composure_plus,adversity_composure_plus,momentum_composure_plus,composure_score,adversity_score,momentum_score,walk_after_barrel,walk_after_hard_hit,walk_after_high_xba,first_ball_after_barrel,first_ball_after_hard_hit,first_ball_after_high_xba,walk_after_walk,hard_hit_after_walk,walk_after_soft_hit,walk_after_low_xba,first_ball_after_soft_hit,first_ball_after_low_xba,hard_hit_after_soft,ball_after_foul
2023,"kirby, george",2826,176.9,164.0,162.1,1.5214250066553299,1.3675194652059035,1.675330548104756,0.05851153291686688,0.04471161250577545,0.03701948330304476,0.3533337337818357,0.39756275989527184,0.33824553206726615,0.07603716263337751,0.145513329032708,0.03266505518123869,0.030985346134411316,0.3137492960178015,0.303874542343732,0.20185078079814922,0.31970635866796154
2023,"greinke, zack",2221,164.0,158.5,147.4,1.358086304200671,1.3414471987549403,1.3747254096464014,0.0497421977479642,0.07691050888811432,0.06147094889706389,0.28738782030468724,0.3314525967235971,0.30261349171777807,0.07486736013132554,0.1432746624322048,0.042080626520854224,0.03773856259960353,0.35254625197699196,0.33164207080326336,0.1891764149828666,0.41151356996245375
2023,"gilbert, logan",2928,159.0,158.1,140.4,1.1591000155612592,1.232225180721811,1.0859748504007074,0.06383059138594777,0.05666899035668642,0.06308860544698662,0.3400752663207512,0.3706479222338407,0.34347174149982485,0.0657618703856238,0.09882233862288259,0.04686824271184961,0.046488491479374006,0.3687042087887456,0.39349363973899865,0.2047114562084622,0.35660782987429984
2023,"eflin, zach",2581,155.9,138.4,151.6,1.1380356318779703,0.8454781195850448,1.4305931441708957,0.06763003134939703,0.06941816461684011,0.05580491197016152,0.30079403217317685,0.359615550012901,0.3177037110880395,0.10403603649297213,0.20170989481959564,0.033630524792506826,0.04149740861420393,0.34272710772276116,0.3548055347431556,0.1831862718562226,0.3285029645296626
2023,"webb, logan",3184,152.2,158.5,130.3,1.0075046871569715,1.2144173525573851,0.8005920217565577,0.05925218523227026,0.040420452795318036,0.04263746083113465,0.38312276838666903,0.37386416140458956,0.38880732982007515,0.07821837878048214,0.17750470744124416,0.07376615190487007,0.04856080873713872,0.3610627008344304,0.351546762478416,0.224810015854792,0.3699177665505615
2023,"littell, zack",1336,152.2,135.3,148.6,1.3403536667086788,0.9817192088636333,1.6989881245537246,0.0731394161460836,0.0725509184055979,0.0428922245602053,0.3635421672272946,0.34321504435836564,0.3944645299810596,0.07159960015807704,0.1539417232980243,0.043486455251161134,0.01952292171246363,0.31147389970919387,0.3145120315031974,0.17285417285417284,0.3262037063864086
2023,"freeland, kyle",2419,150.2,142.5,140.0,1.0418540206608977,0.9517620135847915,1.1319460277370037,0.06605723992266686,0.0511199844176081,0.051433940287077644,0.4565895197970564,0.4081223217763927,0.396453321604631,0.05863106516308627,0.20858859106136518,0.038353913106061156,0.058416323425487915,0.3571550722905647,0.3158828212839986,0.25385850104951224,0.3770272920340715
2023,"lópez, pablo",3032,146.7,163.9,117.9,0.9134441497023618,1.3410109035695643,0.48587739583515926,0.06592848779365282,0.05309839167455061,0.048451970793690936,0.3699535028527726,0.30460948176179964,0.3177037110880395,0.07304657881421447,0.12034950061801396,0.08570671410037926,0.08583016409138056,0.3104500137871179,0.3105422728118933,0.10666737109044801,0.35564222603506956
2023,"taillon, jameson",2534,146.1,152.9,125.7,0.9447828889712118,1.1672151570287368,0.7223506209136868,0.05201025148165945,0.05267395445885875,0.05577576641520758,0.36962998558385396,0.3313753061779915,0.31303704355826867,0.09364736200638286,0.19420063164396797,0.07126109184932714,0.0812738674110952,0.25318668259844734,0.2893616580654247,0.21214896214896217,0.36009900435544484
2023,"wheeler, zack",3158,145.6,151.9,125.8,0.8831070025339482,1.080540235783165,0.6856737692847316,0.0743003592595135,0.07065363699994616,0.04335176334172347,0.4010587095642358,0.3526893878210305,0.363208583605088,0.05593538400616276,0.15302129951831392,0.058304529694904024,0.08183090913371766,0.34351637667145685,0.403599442895927,0.07812187812187814,0.3528749724609182
2023,"steele, justin",2683,145.5,157.8,121.0,0.9189719272380785,1.2540699221013993,0.5838739323747577,0.06986451691566195,0.06077200944750614,0.04865043607655107,0.39204027914249034,0.31734821469920804,0.2897929788972653,0.07067925793417061,0.1122030488926905,0.06381590314865117,0.07532329459322891,0.40086369585930604,0.3744169782718545,0.15018315018315018,0.346508289958122
2023,"nola, aaron",3094,144.0,144.2,129.5,0.8568282805789917,0.9272431349207835,0.7864134262372,0.05572526944463513,0.077855198472352,0.0724341751746373,0.407936889316034,0.3949742006256856,0.3637981544248336,0.05863106516308627,0.16039581997702787,0.07450752026572305,0.05613767251172775,0.3395658435563845,0.3709370374750483,0.15169252857695067,0.33430965319671335
2023,"mikolas, miles",3198,143.8,143.6,129.7,0.8456672228840094,0.9075011309872861,0.7838333147807328,0.0674840670035288,0.07691307513609098,0.06533398090356715,0.2754211990156248,0.378957040324538,0.3375370418652566,0.08174260010162096,0.19420063164396797,0.07260090152696737,0.06083074738744548,0.3099706553565161,0.3484792778158393,0.19810464764593205,0.34925034927042303
2023,"scherzer, max",2469,143.6,134.6,136.6,0.9016843329145724,0.7734170243984766,1.0299516414306682,0.0497421977479642,0.07123276517207687,0.05491223356618306,0.3684689013857683,0.3965638909998915,0.3933975392331115,0.11211793646063818,0.11719151202378764,0.06339997763147667,0.07381940196625975,0.2617651797917453,0.23949230073668254,0.14959234314073022,0.381070839349187
2023,"hendricks, kyle",2112,143.4,136.2,135.1,0.9418973071660313,0.846875520558756,1.0369190937733066,0.06883709754925516,0.054393474398320145,0.06999611699227713,0.3715690985668655,0.3852097130242826,0.3226839759706086,0.08627027071376707,0.18107136850137223,0.05883943363705911,0.06028790100937897,0.31455781131981886,0.3357896120648928,0.13388446415969352,0.3222757588933077
2023,"stripling, ross",1456,142.2,150.6,121.8,1.0478243201363717,1.350467646792053,0.7451809934806904,0.06783945845433842,0.05368299387729601,0.045815311704442356,0.3227057782977805,0.32434711983006376,0.33776807137683096,0.0666616966988993,0.17780781134643642,0.0718073076410907,0.05848227581660414,0.3263633290616561,0.3549949971388319,0.231071680612965,0.38027387840931537
2023,"ober, bailey",2327,141.5,140.5,128.8,0.873885892736628,0.9180261394773893,0.8297456459958668,0.08565285427370962,0.06629652888787395,0.052297365301126726,0.36239357310957504,0.3136275405343686,0.34291829133312207,0.07821837878048214,0.12417137410791082,0.08170061485910118,0.054022025791357196,0.32849428578165935,0.34065865099526765,0.1094701476867082,0.3641333641597457
2023,"lugo, seth",2378,139.2,137.8,127.5,0.8199072779982717,0.8523537320239907,0.7874608239725526,0.08565285427370962,0.0727237915033563,0.05923771053753081,0.3495730602890622,0.3767401000135154,0.33246692902050606,0.06238946677610462,0.17067760330888862,0.05630932757466824,0.0702882637360532,0.33506189113468,0.37727130126996977,0.18839433947347617,0.35468036139160647
2023,"burke, brock",928,139.2,123.7,138.7,1.19898212880297,0.7878329346242205,1.6101313229817196,0.06692586606089729,0.05719996769504119,0.05399374150519961,0.3503036127735792,0.3704974963656921,0.36714946715262803,0.1057908349681774,0.180714196915072,0.02609995046969837,0.019476847322417296,0.3939086123960074,0.37876855923365554,0.23124018838304553,0.3472285566873133
2023,"berríos, josé",2945,138.1,133.1,129.7,0.7531536505957634,0.7053750669842271,0.8009322342072996,0.06605723992266686,0.07033156151969328,0.08632821318308856,0.37519417095984714,0.4103999651446497,0.36809292726611464,0.07078740627356866,0.14755518616591043,0.059384243207772615,0.07547399872575082,0.3035814947579653,0.36813132089841893,0.14438339438339437,0.3405029645296626
