pitcher_id,season,pitcher_name,pitch_count,stamina_plus,outing_stamina_plus,inning_stamina_plus,stamina_score,outing_score,inning_score,velo_slope_outing,spin_slope_outing,velo_slope_inning,spin_slope_inning
542585,2021,"cisnero, josé",1071,171.7,172.3,151.3,2.4798126151982425,2.93416974475333,2.025455485643155,0.00039214296511885837,0.0010258264656676371,0.0007709846780888601,0.0018410707206315876
518813,2021,"holland, greg",1005,171.7,189.9,132.9,2.5599188784793943,3.7748631304677343,1.3449746264910543,0.0006483238348181479,0.0009284971586402486,0.00074450349596093,0.0010595443393508735
572955,2021,"johnson, pierce",1054,168.9,179.7,138.5,2.4012049712830223,3.265243589472252,1.5371663530937927,0.0005112836255898677,0.000937924155902577,0.0007382864621741792,0.0013185691611197346
660271,2021,"ohtani, shohei",2032,162.4,120.4,189.6,1.6660853001584852,0.6148346578265459,2.7173359424904246,0.0001667934782143914,-1.3046752148533796e-05,0.0011668027294687027,0.00160427554087084
608335,2021,"funkhouser, kyle",1189,161.9,160.2,146.6,2.0360803426632286,2.3183815638789165,1.7537791214475402,0.000375535926500039,0.0006326191283797778,0.0008309840452482012,0.0013317363477336817
506433,2021,"darvish, yu",2773,160.6,118.9,187.9,1.4737960856657253,0.5185849910410889,2.4290071802903617,4.733000031763126e-05,0.00024287617635592246,0.0010692274433360674,0.0015145779133608737
607074,2021,"rodón, carlos",2223,150.6,140.4,147.5,1.3109724564376224,1.2160337559376662,1.4059111569375784,0.0002289764127643491,0.0002460040018510378,0.0008467684508976543,0.0008502300997921526
608344,2021,"irvin, cole",2682,148.3,104.0,181.6,1.18300286286831,0.0886309185499565,2.2773748071866637,1.383836681836977e-05,2.7796637902751895e-05,0.0009842332824531513,0.0015615718942340372
453268,2021,"bard, daniel",1221,148.0,170.2,111.5,1.5602768486594285,2.6782022455457155,0.4423514517731417,0.0003547036241360812,0.0009453086160660688,0.000336386127934314,0.0010657617133711308
641394,2021,"brentz, jake",1110,147.1,159.9,120.7,1.6000278161449129,2.3837879658115564,0.8162676664782693,0.00027031474507411386,0.0009649277634614907,0.0004395839232831608,0.0012473478785233662
608331,2021,"fried, max",2558,144.3,101.3,177.5,1.1007970076333744,0.008868918097203582,2.192725097169545,-5.7921930334868296e-05,0.00016590574036333085,0.000975856542918717,0.0014785631191209466
607625,2021,"lugo, seth",738,143.3,143.1,131.7,1.8210961630005131,2.1082671925740732,1.533925133426953,0.00032284585502932885,0.0006261558000824531,0.0007346972542956741,0.0013245292956241498
622092,2021,"zimmer, kyle",938,143.1,144.2,130.2,1.5898796339704289,1.8989421524236987,1.2808171155171593,7.400559799010627e-05,0.0011529473561296692,0.0005051367229173047,0.0016481412108614406
451584,2021,"davis, wade",769,142.1,150.6,121.5,1.7261594728887486,2.429611129270122,1.0227078165073749,0.00011828874038117575,0.0014104071420014774,0.0003163636801203026,0.001851424494774097
676604,2021,"zuber, tyler",510,141.5,146.1,125.2,2.189202843414322,2.8404942373239965,1.5379114495046469,0.00027555497606204153,0.001275772555623394,0.00052851237657034,0.001906027701782572
605177,2021,"chafin, andrew",951,140.0,149.7,118.7,1.463084882025723,2.1274973038724676,0.7986724601789783,0.00025752154262813516,0.000817247369325556,0.0005142251689971937,0.0010165308975113542
547973,2021,"chapman, aroldis",1012,139.2,151.0,116.0,1.3894013333892086,2.11419412537898,0.6646085413994373,0.00037569895117218333,0.0004868391850903895,0.0006753066674743357,0.00039759386434185494
628452,2021,"iglesias, raisel",1059,139.1,142.8,124.3,1.35390354521797,1.7316743944741821,0.9761326959617578,0.00010986765983064354,0.0009364968953244798,0.0004991322145012411,0.0012818506462369543
502706,2021,"holland, derek",839,137.3,135.5,129.1,1.4587423098382302,1.6079531632871698,1.3095314563892908,8.714079447045386e-05,0.0009101544623741542,0.0005476349569993468,0.0015654199586718528
623149,2021,"sewald, paul",1122,135.8,139.2,122.4,1.2075027141333017,1.5398989909584877,0.8751064373081157,0.0002765627979473316,0.00034729358509178105,0.0005834536421296256,0.0009190705220878589
501381,2021,"pineda, michael",1711,135.8,110.9,152.3,1.011627170238158,0.3330029258783327,1.6902514145979834,8.840298910756886e-05,-7.616292811320288e-07,0.0008878726971572477,0.0010928042381461742
606303,2021,"payamps, joel",834,135.7,142.0,119.3,1.3994358205459712,1.9185016480357469,0.8803699930561955,0.0003317515849946033,0.0004668981991838523,0.0004722612486599803,0.001236578806094292
429722,2021,"santana, ervin",1067,134.2,133.6,125.4,1.178756486953131,1.3425998068687939,1.014913167037468,0.00011951817698821995,0.0006333517953967893,0.0004330106177615636,0.001515483139161453
595014,2021,"treinen, blake",1099,133.8,143.5,114.3,1.149156061926281,1.7273359949165743,0.5709761289359879,0.00011229667173066058,0.0009268123283400996,0.00028234307005867273,0.001378583894434303
641816,2021,"mahle, tyler",3196,133.7,110.7,148.7,0.7875001490305507,0.270593489755258,1.3044068083058433,8.190275056182434e-05,-2.753066152294016e-05,0.0011330687972261506,-7.787781746580008e-05
641682,2021,"hendrix, ryan",548,133.6,142.6,114.8,1.6886458075399151,2.50020503279986,0.8770865822799703,0.00013988899068736758,0.0014019940243053433,0.00045828906829815187,0.001271516357684917
523260,2021,"kelly, joe",716,133.4,142.6,114.6,1.4268533332138218,2.122735236547012,0.730971429880632,0.0002795303029469652,0.0007540877220863016,0.0004947244673020045,0.0009859339039103988
608566,2021,"márquez, germán",2808,133.3,101.6,157.6,0.8036728422111666,0.016662494145328513,1.5906831902770047,7.178586249932929e-06,-5.343047872718516e-06,0.0008568826187496085,0.0010542646340980105
571710,2021,"givens, mychal",888,131.8,133.3,121.4,1.203411125058137,1.4640040748043812,0.9428181753118927,0.0003791761624083531,1.4601555449458548e-05,0.0008185586302195599,0.00034685818802157034
445213,2021,"kintzler, brandon",518,131.1,141.1,112.0,1.6220226593123854,2.503317559257944,0.740727759366827,0.0002951801381192686,0.0009824789718584606,0.0005983893986044787,0.0007083566321479893
571656,2021,"farmer, buck",730,130.7,130.9,122.1,1.2960094117452128,1.5083858636895209,1.0836329598009047,0.0001404665740472624,0.0006944651279449908,0.0004526739062223156,0.0015469064328632912
542914,2021,"bass, anthony",976,130.3,127.8,124.6,1.0917846559830304,1.154407996252547,1.0291613157135138,0.00019078023045741507,0.0003058707434239809,0.0005837646988771124,0.0011118936417995593
621052,2021,"reyes, alex",1253,130.3,135.4,116.6,0.9692540972512794,1.3162400948315394,0.6222680996710195,8.799676371935893e-05,0.000700193378787073,0.00039231203274198465,0.0011356034104835326
456034,2021,"price, david",1186,129.6,132.5,118.4,0.9694475578452694,1.2351182138878678,0.7037769018026709,8.938463986818574e-05,0.0006386830661613481,0.0006180119785815109,0.0006070342933978894
642121,2021,"sulser, cole",1070,129.4,127.2,123.7,1.0126152526708667,1.0780446319360768,0.9471858734056564,0.00019152811601675106,0.0002494855120290421,0.0006505474112909388,0.0008221037578306144
543037,2021,"cole, gerrit",2969,128.8,110.4,140.3,0.6849289054255403,0.2670934211637212,1.1027643896873593,4.678613027388517e-05,6.534568470979906e-05,0.0008331217359960237,0.0005072401901829787
493603,2021,"ottavino, adam",1150,127.7,138.0,109.2,0.9206032776046961,1.47409668308673,0.3671098721226623,0.00035277344856276963,9.348823140329279e-05,0.0005512901993286951,0.0003702956465983182
596001,2021,"junis, jakob",627,127.4,110.2,138.0,1.262896666594099,0.5077344556902204,2.0180588774979777,2.849288500708809e-05,0.00028630966802077303,0.0009290655152167036,0.0013897819441487215
456501,2021,"cueto, johnny",1882,126.8,118.9,127.8,0.7293201661381914,0.5832208571817205,0.8754194750946623,9.929041407137926e-05,0.00014777189411509776,0.000756442662027496,0.0004357922554913655
545333,2021,"bauer, trevor",1791,126.7,98.2,149.4,0.73965970000342,-0.09239195876827319,1.571711358775113,3.3827448405208412e-06,-7.265766599501133e-05,0.0009748645552053187,0.0007005376200391503
501625,2021,"álvarez, josé",974,125.8,124.0,120.7,0.9291509380149081,0.9909102419018814,0.8673916341279347,-2.0968890743281817e-05,0.0007645514876079871,0.00033057270640661187,0.0016164178460459748
458681,2021,"lynn, lance",2613,125.7,103.0,142.6,0.6323134188852902,0.06038506696033395,1.2042417708102466,-6.94335476434728e-06,6.412948031296367e-05,0.0008256035977353027,0.0006558479327411885
593144,2021,"rodríguez, richard",948,125.4,131.3,112.1,0.9257831650626491,1.3265336974207522,0.5250326327045461,0.00014623922237666918,0.0005493487750772609,0.0004009665390557269,0.000989151767028883
468504,2021,"chacín, jhoulys",1070,125.4,131.1,112.5,0.8736436386899022,1.2399303364115983,0.5073569409682062,3.7843652259182257e-05,0.0007820802148754758,0.00032020655414870914,0.0011927305355423448
548389,2021,"stripling, ross",1686,125.3,96.0,149.2,0.7145476073761392,-0.17022853735789478,1.5993237521101733,-4.622800880638565e-05,6.6695017681272395e-06,0.0008902300237781014,0.0009718900979260623
542960,2021,"brach, brad",587,125.2,131.1,112.1,1.2106257796956785,1.7320835518060376,0.6891680075853195,0.00014696496208554635,0.0008360414713230397,0.0004961303849056155,0.0009294436612416745
571521,2021,"brothers, rex",1003,125.2,115.1,129.0,0.8951225534733352,0.5999390892257415,1.190306017720929,-5.2676968117400775e-05,0.0005723756647538013,0.0003469685854636481,0.001976574955343014
594577,2021,"mayers, mike",1236,125.1,129.5,113.5,0.8048922098223914,1.098024240678613,0.5117601789661698,0.0002558230288593901,8.909834937162441e-05,0.0005551319462961957,0.0005414227227266577
