pitcher_id,season,pitcher_name,pitch_count,stamina_plus,outing_stamina_plus,inning_stamina_plus,stamina_score,outing_score,inning_score,velo_slope_outing,spin_slope_outing,velo_slope_inning,spin_slope_inning
663855,2022,"hicks, jordan",1051,178.6,163.1,173.1,2.712759011675619,2.475377246183628,2.95014077716761,0.0003768356149167678,0.000688810537033,0.001321523237030853,0.0015074562407334715
607074,2022,"rodón, carlos",2985,168.3,142.5,175.9,1.6132301017095287,1.1325308398355358,2.0939293635835217,0.00021891664045114537,0.00021699975537459477,0.0009960938051156634,0.0013195033615924685
608331,2022,"fried, max",2823,165.8,96.6,217.3,1.5767593820826975,-0.12033848025768998,3.273857244423085,-2.2922804267034107e-05,1.1240564114613622e-05,0.0012999473905839624,0.0019429296068359733
667427,2022,"jackson, zach",898,159.2,165.9,136.7,2.211991156556423,2.8048000461025273,1.619182267010319,0.0003035428179399455,0.0010824826708969277,0.0007598534531469993,0.0013558936045943517
643256,2022,"cimber, adam",1048,154.5,159.1,135.4,1.8831022871023848,2.3202869018792365,1.4459176723255331,0.0004333526028071772,0.000448867152907398,0.0008261172746254993,0.000984935221105429
475479,2022,"phelps, david",1151,154.3,158.4,135.7,1.7927446566136358,2.1910340999708353,1.3944552132564365,0.0002535465740111978,0.0008118047629688492,0.0005136869988362488,0.0017116398768767882
596295,2022,"gomber, austin",2063,153.1,124.9,167.1,1.3932480357562906,0.7248270235745615,2.06166904793802,8.32333413256132e-05,0.0002914092224006499,0.0008700174958795687,0.0015992225626374344
607625,2022,"lugo, seth",1083,152.3,151.8,138.9,1.778118684565766,1.9947594625455727,1.5614779065859592,0.00026034439226984597,0.0006687183743203743,0.0007363923206106507,0.001347078979505387
642545,2022,"barría, jaime",1123,151.7,146.5,143.2,1.7289126118067908,1.7580294234990534,1.699795800114528,0.0003679655750512746,0.0002494950190590992,0.0009618917729583737,0.0009416836206493943
656638,2022,"lange, alex",1050,149.8,159.2,127.1,1.71765426696642,2.320999442439171,1.114309091493669,0.0002834506776023839,0.0008211988783629651,0.0005902985734293015,0.001188776909884079
656271,2022,"burke, brock",1334,147.8,153.7,129.2,1.4787615415708517,1.8848350412261232,1.0726880419155802,0.00016702598637011328,0.0008295292481734839,0.0003875820170819548,0.0016506010057733128
625643,2022,"lópez, reynaldo",989,146.2,150.8,129.2,1.6401677105770085,2.045857851376586,1.234477569777431,0.0003565431568831296,0.000462931459999097,0.0007985521231316373,0.0008054724262611083
662253,2022,"muñoz, andrés",1032,144.6,156.8,120.6,1.552448760401983,2.2434729204619996,0.8614246003419662,0.0002495243551817466,0.0008555059453567828,0.0005973640326322732,0.0008732571355887905
