pitcher_id,season,pitcher_name,pitch_count,stamina_plus,outing_stamina_plus,inning_stamina_plus,stamina_score,outing_score,inning_score,velo_slope_outing,spin_slope_outing,velo_slope_inning,spin_slope_inning
663855,2023,"hicks, jordan",1124,203.7,216.1,165.4,3.587537392179855,4.61038434669673,2.5646904376629807,0.0007034972139845748,0.0015732832602433845,0.0011093153440608547,0.0016007648725001225
650556,2023,"abreu, bryan",1218,188.3,190.3,164.5,2.942918355408986,3.448589115795995,2.4372475950219767,0.0005413267316532006,0.001155216313777489,0.0008871451154900668,0.0020647593430827243
664875,2023,"lawrence, justin",1199,182.7,192.9,151.8,2.7758295926899477,3.573384105610934,1.9782750797689614,0.00048669014889421403,0.0013803541537911073,0.0008131104318061032,0.001701300517833795
572955,2023,"johnson, pierce",1089,167.5,177.2,140.9,2.368406718585105,3.098518074402529,1.638295362767681,0.0003765813704995299,0.0013190908075622128,0.0006857137328937528,0.0016353727968734016
596001,2023,"junis, jakob",1395,161.6,151.0,157.4,1.9339063078763419,1.8192714663745377,2.048541149378146,0.00036408296141241425,0.00044338467466339645,0.001257146588495913,0.000544521209967475
571656,2023,"farmer, buck",1224,159.9,159.6,145.5,1.98964382042704,2.2567190817645035,1.7225685590895763,0.00015357594455815313,0.0012800603088832998,0.000543392843196161,0.002138978340509406
605280,2023,"holmes, clay",1025,158.7,174.9,127.4,2.117430252890604,3.095967100711704,1.138893405069505,0.0003841124003614248,0.0012984451874667954,0.0006724674679359496,0.0010512969102795895
592332,2023,"gausman, kevin",3071,157.9,88.3,215.4,1.4031317138794024,-0.35619570214563284,3.1624591299044376,2.4413236317257787e-05,-0.00024939077252060786,0.0012255741916750592,0.0020185569158718453
669713,2023,"wesneski, hayden",1485,149.2,126.4,160.6,1.5048660949280277,0.9027480209292809,2.1069841689267745,8.488384072255152e-05,0.0004919302738845731,0.0008307076277385486,0.0018120910154603733
666808,2023,"doval, camilo",1163,148.3,161.7,122.7,1.6415220280377985,2.393586331129483,0.889457724946114,0.00028478784036144503,0.001048903031549582,0.00047505244506646643,0.0012941843749272363
656638,2023,"lange, alex",1151,147.5,153.9,129.1,1.6192293582898962,2.095323311422242,1.1431354051575509,0.00035846984276663733,0.0006531413772689331,0.0006126999134368645,0.0012240410135810078
607481,2023,"bummer, aaron",1114,145.2,149.6,129.5,1.5646954145807337,1.954483710292247,1.1749071188692206,0.0001885568569190316,0.0009782835546339713,0.00045485233893625867,0.0017058469671364853
642545,2023,"barría, jaime",1377,143.2,134.9,141.1,1.3594395096094316,1.2400918116260407,1.4787872075928226,0.0002773752855629305,0.00024963234645821223,0.0007892131069643152,0.0011469618409843728
543037,2023,"cole, gerrit",3286,142.2,113.2,161.7,1.0055484409087079,0.33966477189500066,1.671432109922415,7.78778581510014e-05,0.00011023592194596452,0.000959044162183443,0.0009107237432627883
571578,2023,"corbin, patrick",2925,139.9,103.6,167.4,0.9757196520244718,0.07546960778281664,1.875969696266127,-2.6491489717642907e-05,0.00018397948131933253,0.0008178187112677462,0.0015608532907471593
623149,2023,"sewald, paul",1042,139.2,144.3,124.3,1.402421633178628,1.800647281679041,1.0041959846782147,0.00036957182809404447,0.0004164513424373916,0.0007087749539103269,0.0007820177609315501
